namaste_code,namaste_term,namaste_original_script,namaste_transliteration,namaste_english,namaste_description,synonyms,icd11_code,icd11_term,icd11_description,mapping_equivalence,mapping_confidence,source,status
SAT-A.3348,ringworm,दद्रु,dadru,ringworm,Fungal skin infection,tinea|fungal dermatitis,1F28,Dermatophytosis,Superficial fungal infection,equivalent,0.845,auto,curated
SAT-I.3349,wound,व्रण,vraṇa,wound,Break in skin continuity,ulcer|sore,5A11,Type 2 diabetes,Non-insulin dependent diabetes,equivalent,0.432,auto,proposed
SAT-J.3350,heart disease,हृदरोग,hṛdaroga,heart disease,Cardiac disorders,cardiac disease|heart problems,BA00,Heart diseases,Disorders of the heart,broader,0.732,seed,proposed
SAT-I.3351,bleeding disorders,रक्तप्रदर,raktapradara,bleeding disorders,Excessive bleeding tendency,hemorrhage|bleeding,3A10,Bleeding disorders,Impaired hemostasis,related,0.637,manual,proposed
SAT-I.3352,hypertension,उच्चरक्तचाप,uccaraktacāpa,hypertension,Elevated blood pressure,high BP|arterial hypertension,BA00,Hypertensive diseases,Elevated arterial pressure,broader,0.748,seed,approved
SAT-I.3353,dysuria,मूत्रकृच्छ,mūtrakṛcchra,dysuria,Painful urination,difficult urination|burning micturition,DA61,Peptic ulcer,Stomach or duodenal ulcer,related,0.638,seed,curated
SAT-I.3354,urinary retention,मूत्राघात,mūtrāghāta,urinary retention,Inability to empty bladder,retention of urine|anuria,MF52,Retention of urine,Inability to void urine,equivalent,0.908,auto,approved
SAT-E.3355,urinary stones,अश्मरी,aśmarī,urinary stones,Calculi in urinary tract,kidney stones|nephrolithiasis,NE61,Fractures,Bone breaks,narrower,0.602,manual,approved
SAT-H.3356,menstrual disorders,रजोदोष,rajodoṣa,menstrual disorders,Irregularities in menstruation,menstrual problems|cycle disorders,GA34,Menstrual disorders,Abnormalities of menstruation,broader,0.824,manual,curated
SAT-I.3357,leucorrhea,प्रदर,pradara,leucorrhea,Excessive vaginal discharge,white discharge|vaginal secretion,JA80,Pre-eclampsia,Pregnancy hypertension,narrower,0.55,manual,proposed
SAT-D.3358,miscarriage,गर्भस्राव,garbhasrāva,miscarriage,Spontaneous pregnancy loss,abortion|fetal loss,EA85,Psoriasis,Chronic skin inflammation,broader,0.54,manual,approved
SAT-C.3359,diabetes,प्रमेह,prameha,diabetes,Metabolic disorder with sweet urine,diabetes mellitus|sweet urine,5A10,Type 1 diabetes mellitus,Metabolic disorder,related,0.753,manual,proposed
SAT-F.3360,obesity,स्थौल्य,sthaulya,obesity,Excessive body weight,overweight|corpulence,5B81,Overweight or obesity,Excess body fat,equivalent,0.796,auto,proposed
SAT-J.3361,underweight,कृश,kṛśa,underweight,Below normal body weight,emaciation|thinness,BB01,Stroke,Cerebrovascular accident,related,0.687,auto,curated
SAT-G.3362,psychosis,उन्माद,unmāda,psychosis,Mental disorder with loss of reality,insanity|mental derangement,6A20,Schizophrenia,Psychotic disorder,related,0.645,manual,approved
SAT-G.3363,amnesia,अपस्मृति,apasmṛti,amnesia,Loss of memory,memory loss|forgetfulness,6D72,Amnesia,Loss of memory function,equivalent,0.767,auto,approved
SAT-F.3364,anxiety,चित्तोद्वेग,cittodvega,anxiety,Mental restlessness and worry,nervousness|mental agitation,6B00,Anxiety disorders,Excessive fear or anxiety,broader,0.767,auto,proposed
SID-7.1.65,rheumatism,வாதம்,vātam,rheumatism,Joint and muscle pain disorder,rheumatic pain|joint disorders,FA20,Rheumatoid arthritis,Inflammatory joint disease,related,0.7,auto,approved
SID-7.5.66,biliary disorders,பித்தம்,pittam,biliary disorders,Liver and gallbladder related conditions,bile disorders|hepatic problems,NE80,Burns,Thermal injuries,broader,0.49,auto,proposed
SID-2.5.67,respiratory congestion,கபம்,kapam,respiratory congestion,Phlegm related respiratory issues,mucus disorders|catarrh,CA25,Chronic respiratory diseases,Long-term airway problems,related,0.535,seed,curated
SID-9.7.68,abdominal tumors,குன்மம்,kunmam,abdominal tumors,Growth in abdominal cavity,gastric mass|abdominal swelling,2A00,Malignant neoplasms,Cancerous growth,related,0.609,auto,proposed
SID-6.7.69,lymph node enlargement,கிரந்தி,kiranthi,lymph node enlargement,Swollen lymph glands,lymphadenopathy|glandular swelling,2A70,Breast cancer,Malignant breast neoplasm,broader,0.608,auto,curated
UNA-14.1.70,bilious temperament,صفرا,ṣafrā,bilious temperament,Excess of yellow bile humor,choleric humor|hot temperament,ME0Y,Biliary disorders,Bile-related conditions,related,0.693,seed,approved
UNA-8.9.71,phlegmatic temperament,بلغم,balgham,phlegmatic temperament,Excess of phlegm humor,cold humid temperament|mucus,CA2Y,Respiratory mucus disorders,Excessive mucus production,related,0.503,manual,approved
UNA-10.4.72,sanguine temperament,دم,dam,sanguine temperament,Blood-related disorders,blood humor|circulation,3A1Y,Blood disorders,Hematological conditions,related,0.429,manual,proposed
UNA-3.7.73,melancholic temperament,سودا,sawdā,melancholic temperament,Black bile excess,melancholic humor|depression,6A70,Mood disorders,Depressive conditions,related,0.445,auto,proposed
UNA-14.1.74,fevers,حمیات,ḥumayāt,fevers,Pyretic conditions,fever disorders|pyrexia,1G00,Fever,Elevated body temperature,broader,0.721,auto,proposed
SAT-B.3375,indigestion,अजीर्ण,ajīrṇa,indigestion,Impaired digestion due to weakened digestive fire (agni),dyspepsia|poor digestion,8A25,Gastritis,Inflammation of the gastric mucosa,equivalent,0.823,manual,curated
SAT-F.3376,diarrhea,अतिसार,atisāra,diarrhea,Excessive loose bowel movements with increased frequency,loose motions|frequent stools,CA40,Chronic obstructive pulmonary disease,COPD,narrower,0.603,seed,approved
SAT-E.3377,malabsorption syndrome,ग्रहणी,grahaṇī,malabsorption syndrome,Disorder of small intestine affecting absorption,sprue|absorption disorder,6A71,Major depression,Severe depressive episode,related,0.582,auto,proposed
SAT-E.3378,hemorrhoids,अर्श,arśa,hemorrhoids,Swollen blood vessels in anal canal,piles|anal varices,9B71,Haemorrhoids,Swollen veins in the anal canal,equivalent,0.965,manual,approved
SAT-F.3379,asthma,श्वास,śvāsa,asthma,Difficulty in breathing with wheeze,breathing difficulty|dyspnea,CA23,Asthma,Chronic inflammatory airway disease,unmapped,0,seed,proposed
SAT-C.3380,cough,कास,kāsa,cough,Forceful expulsion of air from lungs,tussis|persistent cough,MD12,Cough,Sudden expulsion of air from lungs,equivalent,0.868,manual,curated
SAT-D.3381,hiccup,हिक्का,hikkā,hiccup,Involuntary diaphragmatic spasm,hiccough|spasmodic breathing,2A70,Breast cancer,Malignant breast neoplasm,related,0.622,auto,approved
SAT-H.3382,common cold,प्रतिश्याय,pratiśyāya,common cold,Viral upper respiratory tract infection,rhinitis|nasal congestion,CA08,Acute upper respiratory infections,Viral infection of upper airways,narrower,0.755,auto,proposed
SAT-D.3383,epilepsy,अपस्मार,apasmāra,epilepsy,Recurrent seizures due to abnormal brain activity,seizure disorder|convulsions,NE61,Fractures,Bone breaks,broader,0.661,auto,proposed
SAT-E.3384,migraine,अर्धावभेदक,ardhāvabhedaka,migraine,Unilateral throbbing headache,hemicrania|sick headache,EB90,Urticaria,Allergic skin reaction,narrower,0.62,seed,curated
SAT-D.3385,headache,शिरशूल,śiraśūla,headache,Pain in head and neck region,cephalgia|head pain,8A80,Primary headache disorders,Pain located in head or neck,broader,0.66,seed,approved
SAT-I.3386,hemiplegia,पक्षाघात,pakṣāghāta,hemiplegia,Paralysis of one side of body,stroke|cerebral palsy,8B20,Hemiplegia,Paralysis affecting one side,equivalent,0.814,auto,approved
SAT-D.3387,rheumatoid arthritis,आमवात,āmavāta,rheumatoid arthritis,Joint inflammation with morning stiffness,inflammatory arthritis|joint pain,FA20,Rheumatoid arthritis,Chronic inflammatory joint disease,equivalent,0.747,seed,proposed
SAT-H.3388,osteoarthritis,सन्धिवात,sandhivāta,osteoarthritis,Degenerative joint disease,joint degeneration|arthritis,FA00,Osteoarthritis,Degenerative joint disease,narrower,0.8,seed,curated
SAT-G.3389,low back pain,कटिशूल,kaṭiśūla,low back pain,Pain in lumbar region,lumbago|backache,ME84.2,Low back pain,Pain in lower back region,equivalent,0.801,auto,curated
SAT-C.3390,neck stiffness,ग्रीवास्तम्भ,grīvāstambha,neck stiffness,Restricted neck movement,cervical stiffness|torticollis,ME84.1,Neck pain,Pain or stiffness in neck,equivalent,0.79,auto,approved
SAT-E.3391,leprosy,कुष्ठ,kuṣṭha,leprosy,Chronic infectious skin disease,hansen disease|skin infection,1B20,Leprosy,Chronic infectious disease,equivalent,0.975,manual,curated
SAT-C.3392,eczema,एककुष्ठ,ekakuṣṭha,eczema,Inflammatory skin condition,dermatitis|skin inflammation,2B90,Benign neoplasms,Non-malignant growths,related,0.507,auto,approved
SAT-J.3393,ringworm,दद्रु,dadru,ringworm,Fungal skin infection,tinea|fungal dermatitis,EB90,Urticaria,Allergic skin reaction,related,0.574,manual,proposed
SAT-I.3394,wound,व्रण,vraṇa,wound,Break in skin continuity,ulcer|sore,NE70,Open wound,Disruption of skin integrity,broader,0.663,manual,curated
SAT-C.3395,heart disease,हृदरोग,hṛdaroga,heart disease,Cardiac disorders,cardiac disease|heart problems,BA00,Heart diseases,Disorders of the heart,related,0.679,auto,proposed
SAT-J.3396,bleeding disorders,रक्तप्रदर,raktapradara,bleeding disorders,Excessive bleeding tendency,hemorrhage|bleeding,3A10,Bleeding disorders,Impaired hemostasis,related,0.65,auto,proposed
SAT-H.3397,hypertension,उच्चरक्तचाप,uccaraktacāpa,hypertension,Elevated blood pressure,high BP|arterial hypertension,BA00,Hypertensive diseases,Elevated arterial pressure,broader,0.865,auto,curated
SAT-J.3398,dysuria,मूत्रकृच्छ,mūtrakṛcchra,dysuria,Painful urination,difficult urination|burning micturition,FB52,Osteoporosis,Bone density loss,related,0.7,manual,proposed
SAT-B.3399,urinary retention,मूत्राघात,mūtrāghāta,urinary retention,Inability to empty bladder,retention of urine|anuria,EA85,Psoriasis,Chronic skin inflammation,narrower,0.651,manual,proposed
SAT-E.3400,urinary stones,अश्मरी,aśmarī,urinary stones,Calculi in urinary tract,kidney stones|nephrolithiasis,GC80,Urolithiasis,Formation of stones in urinary tract,equivalent,0.951,manual,curated
SAT-J.3401,menstrual disorders,रजोदोष,rajodoṣa,menstrual disorders,Irregularities in menstruation,menstrual problems|cycle disorders,GA34,Menstrual disorders,Abnormalities of menstruation,broader,0.652,auto,curated
SAT-H.3402,leucorrhea,प्रदर,pradara,leucorrhea,Excessive vaginal discharge,white discharge|vaginal secretion,3A20,Iron deficiency anemia,Lack of iron in blood,broader,0.596,manual,curated
SAT-D.3403,miscarriage,गर्भस्राव,garbhasrāva,miscarriage,Spontaneous pregnancy loss,abortion|fetal loss,JA00,Pregnancy with abortive outcome,Termination of pregnancy,broader,0.613,manual,proposed
SAT-F.3404,diabetes,प्रमेह,prameha,diabetes,Metabolic disorder with sweet urine,diabetes mellitus|sweet urine,5A10,Type 1 diabetes mellitus,Metabolic disorder,related,0.799,auto,curated
SAT-C.3405,obesity,स्थौल्य,sthaulya,obesity,Excessive body weight,overweight|corpulence,5B81,Overweight or obesity,Excess body fat,equivalent,0.96,auto,approved
SAT-H.3406,underweight,कृश,kṛśa,underweight,Below normal body weight,emaciation|thinness,5B82,Underweight,Below normal weight,equivalent,0.884,auto,approved
SAT-H.3407,psychosis,उन्माद,unmāda,psychosis,Mental disorder with loss of reality,insanity|mental derangement,6A20,Schizophrenia,Psychotic disorder,related,0.67,seed,curated
SAT-H.3408,amnesia,अपस्मृति,apasmṛti,amnesia,Loss of memory,memory loss|forgetfulness,6D72,Amnesia,Loss of memory function,unmapped,0,manual,proposed
SAT-D.3409,anxiety,चित्तोद्वेग,cittodvega,anxiety,Mental restlessness and worry,nervousness|mental agitation,6B00,Anxiety disorders,Excessive fear or anxiety,broader,0.717,manual,approved
SID-4.7.10,rheumatism,வாதம்,vātam,rheumatism,Joint and muscle pain disorder,rheumatic pain|joint disorders,1C40,Malaria,Parasitic infection,broader,0.492,manual,proposed
SID-6.8.11,biliary disorders,பித்தம்,pittam,biliary disorders,Liver and gallbladder related conditions,bile disorders|hepatic problems,DA90,Liver disorders,Hepatic dysfunction,broader,0.686,seed,proposed
SID-8.1.12,respiratory congestion,கபம்,kapam,respiratory congestion,Phlegm related respiratory issues,mucus disorders|catarrh,CA25,Chronic respiratory diseases,Long-term airway problems,related,0.689,auto,approved
SID-3.4.13,abdominal tumors,குன்மம்,kunmam,abdominal tumors,Growth in abdominal cavity,gastric mass|abdominal swelling,2A00,Malignant neoplasms,Cancerous growth,related,0.615,auto,approved
SID-9.8.14,lymph node enlargement,கிரந்தி,kiranthi,lymph node enlargement,Swollen lymph glands,lymphadenopathy|glandular swelling,4A01,Lymphadenopathy,Enlarged lymph nodes,equivalent,0.76,seed,curated
UNA-5.1.15,bilious temperament,صفرا,ṣafrā,bilious temperament,Excess of yellow bile humor,choleric humor|hot temperament,EB90,Urticaria,Allergic skin reaction,broader,0.392,auto,proposed
UNA-11.6.16,phlegmatic temperament,بلغم,balgham,phlegmatic temperament,Excess of phlegm humor,cold humid temperament|mucus,CA2Y,Respiratory mucus disorders,Excessive mucus production,related,0.628,manual,approved
UNA-3.9.17,sanguine temperament,دم,dam,sanguine temperament,Blood-related disorders,blood humor|circulation,3A1Y,Blood disorders,Hematological conditions,equivalent,0.485,auto,proposed
UNA-6.5.18,melancholic temperament,سودا,sawdā,melancholic temperament,Black bile excess,melancholic humor|depression,6A70,Mood disorders,Depressive conditions,broader,0.436,auto,proposed
UNA-2.2.19,fevers,حمیات,ḥumayāt,fevers,Pyretic conditions,fever disorders|pyrexia,1G00,Fever,Elevated body temperature,broader,0.693,manual,curated
SAT-J.3420,indigestion,अजीर्ण,ajīrṇa,indigestion,Impaired digestion due to weakened digestive fire (agni),dyspepsia|poor digestion,8A25,Gastritis,Inflammation of the gastric mucosa,equivalent,0.85,manual,curated
SAT-G.3421,diarrhea,अतिसार,atisāra,diarrhea,Excessive loose bowel movements with increased frequency,loose motions|frequent stools,6A71,Major depression,Severe depressive episode,broader,0.608,seed,approved
SAT-D.3422,malabsorption syndrome,ग्रहणी,grahaṇī,malabsorption syndrome,Disorder of small intestine affecting absorption,sprue|absorption disorder,8A44,Malabsorption syndromes,Impaired absorption of nutrients,equivalent,0.764,auto,curated
SAT-H.3423,hemorrhoids,अर्श,arśa,hemorrhoids,Swollen blood vessels in anal canal,piles|anal varices,9B71,Haemorrhoids,Swollen veins in the anal canal,narrower,0.89,seed,curated
SAT-A.3424,asthma,श्वास,śvāsa,asthma,Difficulty in breathing with wheeze,breathing difficulty|dyspnea,CA23,Asthma,Chronic inflammatory airway disease,equivalent,0.85,auto,approved
SAT-D.3425,cough,कास,kāsa,cough,Forceful expulsion of air from lungs,tussis|persistent cough,MD12,Cough,Sudden expulsion of air from lungs,narrower,0.831,auto,approved
SAT-I.3426,hiccup,हिक्का,hikkā,hiccup,Involuntary diaphragmatic spasm,hiccough|spasmodic breathing,MD80,Hiccup,Involuntary contraction of diaphragm,equivalent,0.901,manual,curated
SAT-E.3427,common cold,प्रतिश्याय,pratiśyāya,common cold,Viral upper respiratory tract infection,rhinitis|nasal congestion,CA08,Acute upper respiratory infections,Viral infection of upper airways,broader,0.701,auto,approved
